2153.90472  0.005170863
2154.3869   -0.001616326
2154.86908  -0.001450703
2155.35126  0.005443866
2155.83344  0.018843516
2156.31562  0.027630231
2156.79781  0.053370733
2157.27999  0.106730619
2157.76217  0.176594266
2158.24435  0.262737807
2158.72653  0.386725675
2159.20871  0.537439855
2159.69089  0.703762331
2160.17308  0.84189408
2160.65526  0.951608215
2161.13744  0.999999996
2161.61962  0.997739708
2162.1018   0.944603484
2162.58398  0.840367457
2163.06616  0.695701912
2163.54835  0.510383347
2164.03053  0.36044604
2164.51271  0.245666657
2164.99489  0.165821332
2165.47707  0.098897901
2165.95925  0.055566645
2166.44144  0.024708813
2166.92362  0.016995962
2167.4058   0.010415386
2167.88798  0.004743219
2168.37016  -0.000244407
2168.85234  -0.004771356
2169.33452  0.001832654
