2144.74327  0.037345699
2145.22545  0.031710577
2145.70763  0.041782653
2146.18981  0.051220177
2146.67199  0.068180246
2147.15418  0.068153802
2147.63636  0.075632543
2148.11854  0.098772556
2148.60072  0.113065807
2149.0829   0.134835677
2149.56508  0.155906698
2150.04726  0.184435968
2150.52945  0.212246893
2151.01163  0.247498805
2151.49381  0.282015127
2151.97599  0.307620391
2152.45817  0.332471694
2152.94035  0.372892416
2153.42253  0.420707091
2153.90472  0.467739014
2154.3869   0.513981454
2154.86908  0.551257724
2155.35126  0.587724921
2155.83344  0.639706427
2156.31562  0.69086049
2156.79781  0.733010306
2157.27999  0.78248191
2157.76217  0.81476595
2158.24435  0.854352089
2158.72653  0.884898576
2159.20871  0.914562508
2159.69089  0.935168419
2160.17308  0.963038223
2160.65526  0.98183308
2161.13744  0.983376075
2161.61962  0.992156873
2162.1018   1.000000005
2162.58398  0.998730004
2163.06616  0.988337682
2163.54835  0.97697854
2164.03053  0.956480287
2164.51271  0.934998443
2164.99489  0.904357538
2165.47707  0.872714671
2165.95925  0.840060657
2166.44144  0.798218301
2166.92362  0.755348131
2167.4058   0.711439257
2167.88798  0.658316211
2168.37016  0.612302375
2168.85234  0.565222279
2169.33452  0.517066739
2169.81671  0.46782469
2170.29889  0.425656966
2170.78107  0.382386241
2171.26325  0.346169614
2171.74543  0.308831616
2172.22761  0.286695629
2172.70979  0.255253617
2173.19198  0.222660636
2173.67416  0.188911562
2174.15634  0.170327757
2174.63852  0.142401187
2175.1207   0.129621515
2175.60288  0.115646991
2176.08506  0.108634712
2176.56725  0.084074428
2177.04943  0.058293927
2177.53161  0.047614397
2178.01379  0.052026655
2178.49597  0.047022665
2178.97815  0.032593243
2179.46034  0.016893115
2179.94252  0.016250378
2180.4247   0.014320936
