2153.42253  -0.022260473
2153.90472  -0.019729212
2154.3869   -0.016667367
2154.86908  -0.01308789
2155.35126  -0.004796514
2155.83344  0.006791788
2156.31562  0.020262042
2156.79781  0.037003476
2157.27999  0.062613484
2157.76217  0.098481314
2158.24435  0.145996613
2158.72653  0.210755957
2159.20871  0.295551304
2159.69089  0.404576921
2160.17308  0.542026511
2160.65526  0.699474655
2161.13744  0.851666563
2161.61962  0.962129507
2162.1018   1
2162.58398  0.956851517
2163.06616  0.843889875
2163.54835  0.686343275
2164.03053  0.517855914
2164.51271  0.365058325
2164.99489  0.243363257
2165.47707  0.158367286
2165.95925  0.098839269
2166.44144  0.054949504
2166.92362  0.023882414
2167.4058   0.004222183
2167.88798  -0.004043852
2168.37016  -0.006537594
2168.85234  -0.007478639
2169.33452  -0.008281959
2169.81671  -0.008961265
2170.29889  -0.003917914
2170.78107  0.002627481
