2144.74327  0.063603453
2145.22545  0.040942325
2145.70763  0.009711488
2146.18981  -0.005437775
2146.67199  -0.012679694
2147.15418  -0.011982447
2147.63636  -0.011519612
2148.11854  -0.019465739
2148.60072  -0.027582304
2149.0829   -0.044043535
2149.56508  -0.052404527
2150.04726  -0.052633131
2150.52945  -0.044697546
2151.01163  -0.028564929
2151.49381  -0.020616233
2151.97599  -0.012612931
2152.45817  0.003683503
2152.94035  0.020098841
2153.42253  0.053077987
2153.90472  0.09444638
2154.3869   0.144236837
2154.86908  0.194274793
2155.35126  0.23638602
2155.83344  0.278809045
2156.31562  0.346195149
2156.79781  0.438576188
2157.27999  0.523159395
2157.76217  0.616389373
2158.24435  0.710091893
2158.72653  0.804299104
2159.20871  0.907249532
2159.69089  0.977943439
2160.17308  1
2160.65526  0.948832679
2161.13744  0.816267016
2161.61962  0.64336705
2162.1018   0.479403196
2162.58398  0.349026734
2163.06616  0.244063438
2163.54835  0.164545345
2164.03053  0.102298465
2164.51271  0.065561196
2164.99489  0.054365687
2165.47707  0.044124955
2165.95925  0.034871148
2166.44144  0.018430048
2166.92362  0.003040182
2167.4058   -0.011266311
2167.88798  -0.008044528
2168.37016  0.004531304
2168.85234  0.010080576
2169.33452  0.000429061
2169.81671  0.008434598
2170.29889  0.025922625
